MINE_ID,SUBUNIT,EQUIPMENT_TYPE,FAILURE_CAUSE,LOST_HOURS,PARTS_WAIT_HOURS,INSPECTION_YEAR
TITAN-01,Drift / Ramp,Drill Jumbo,Hydraulic Burst,27.2,29.7,2024
TITAN-01,Underground Haulageway,Drill Jumbo,Power Transmission Failure,29.3,14.2,2023
SUR-03,Pump Station,Drill Jumbo,Electrical Fault,9.3,62.4,2023
SUR-03,Stope Production Face,Continuous Haulage,Power Transmission Failure,10.6,3.7,2024
ANDINA-02,Pump Station,Drill Jumbo,Hydraulic Burst,29.8,12.1,2023
ANDINA-02,Pump Station,Mine Fan,Bearing Seizure,61.7,66.3,2023
ANDINA-02,Drift / Ramp,Continuous Haulage,Electrical Fault,100.9,27.6,2024
TITAN-01,Stope Production Face,Slurry Pump,Power Transmission Failure,9.3,58.6,2024
TITAN-01,Underground Haulageway,Haulage LHD,Bearing Seizure,7.5,40.2,2024
SUR-03,Underground Haulageway,Drill Jumbo,Power Transmission Failure,5.4,144.5,2024
TITAN-01,Shaft / Hoistway,Slurry Pump,Electrical Fault,52.7,43.7,2025
TITAN-01,Underground Haulageway,Mine Fan,Power Transmission Failure,12.4,0.7,2024
TITAN-01,Drift / Ramp,Haulage LHD,Power Transmission Failure,4.0,20.9,2023
ANDINA-02,Pump Station,Slurry Pump,Power Transmission Failure,10.1,7.4,2025
ANDINA-02,Pump Station,Haulage LHD,Bearing Seizure,14.0,124.1,2025
SUR-03,Pump Station,Drill Jumbo,Electrical Fault,117.0,5.3,2023
TITAN-01,Stope Production Face,Mine Fan,Electrical Fault,21.8,23.5,2025
TITAN-01,Underground Haulageway,Haulage LHD,Bearing Seizure,9.5,12.3,2023
SUR-03,Drift / Ramp,Slurry Pump,Bearing Seizure,13.8,90.0,2025
TITAN-01,Stope Production Face,Drill Jumbo,Bearing Seizure,13.6,17.7,2025
TITAN-01,Shaft / Hoistway,Drill Jumbo,Hydraulic Burst,4.5,231.1,2023
ANDINA-02,Drift / Ramp,Slurry Pump,Power Transmission Failure,7.5,1.9,2023
SUR-03,Drift / Ramp,Slurry Pump,Power Transmission Failure,32.5,6.6,2023
SUR-03,Drift / Ramp,Haulage LHD,Electrical Fault,7.1,12.2,2023
SUR-03,Pump Station,Continuous Haulage,Power Transmission Failure,10.3,80.0,2024
SUR-03,Drift / Ramp,Drill Jumbo,Hydraulic Burst,14.4,101.2,2024
ANDINA-02,Underground Haulageway,Haulage LHD,Bearing Seizure,38.0,3.6,2023
ANDINA-02,Drift / Ramp,Slurry Pump,Electrical Fault,25.0,1.6,2024
TITAN-01,Pump Station,Haulage LHD,Electrical Fault,32.0,65.5,2023
TITAN-01,Drift / Ramp,Slurry Pump,Power Transmission Failure,24.1,6.9,2023
TITAN-01,Shaft / Hoistway,Mine Fan,Electrical Fault,31.6,6.9,2025
TITAN-01,Shaft / Hoistway,Slurry Pump,Bearing Seizure,4.1,1.1,2023
ANDINA-02,Pump Station,Slurry Pump,Electrical Fault,68.1,2.5,2023
SUR-03,Underground Haulageway,Slurry Pump,Bearing Seizure,6.8,14.7,2023
ANDINA-02,Underground Haulageway,Continuous Haulage,Hydraulic Burst,16.5,3.2,2023
TITAN-01,Stope Production Face,Slurry Pump,Hydraulic Burst,39.4,22.1,2025
ANDINA-02,Pump Station,Drill Jumbo,Bearing Seizure,17.7,85.8,2023
SUR-03,Drift / Ramp,Drill Jumbo,Power Transmission Failure,74.4,19.0,2025
SUR-03,Pump Station,Haulage LHD,Electrical Fault,19.1,62.5,2023
ANDINA-02,Stope Production Face,Continuous Haulage,Power Transmission Failure,53.9,4.7,2025
ANDINA-02,Pump Station,Haulage LHD,Electrical Fault,44.0,51.7,2024
ANDINA-02,Pump Station,Drill Jumbo,Hydraulic Burst,99.1,18.3,2025
TITAN-01,Stope Production Face,Drill Jumbo,Hydraulic Burst,66.7,66.5,2025
ANDINA-02,Underground Haulageway,Mine Fan,Hydraulic Burst,58.8,7.0,2023
ANDINA-02,Drift / Ramp,Slurry Pump,Electrical Fault,35.6,109.5,2025
ANDINA-02,Stope Production Face,Drill Jumbo,Hydraulic Burst,15.0,13.3,2025
SUR-03,Shaft / Hoistway,Haulage LHD,Hydraulic Burst,6.7,20.9,2023
SUR-03,Underground Haulageway,Haulage LHD,Hydraulic Burst,32.0,144.0,2024
TITAN-01,Shaft / Hoistway,Slurry Pump,Hydraulic Burst,96.3,41.5,2024
TITAN-01,Underground Haulageway,Slurry Pump,Power Transmission Failure,35.1,21.9,2024
SUR-03,Drift / Ramp,Mine Fan,Hydraulic Burst,67.4,143.4,2025
SUR-03,Drift / Ramp,Continuous Haulage,Hydraulic Burst,43.1,19.2,2023
SUR-03,Pump Station,Haulage LHD,Power Transmission Failure,8.3,4.8,2024
ANDINA-02,Shaft / Hoistway,Slurry Pump,Power Transmission Failure,10.9,276.5,2024
ANDINA-02,Underground Haulageway,Haulage LHD,Electrical Fault,14.0,15.0,2024
SUR-03,Drift / Ramp,Slurry Pump,Bearing Seizure,8.4,91.5,2024
ANDINA-02,Stope Production Face,Drill Jumbo,Hydraulic Burst,24.9,8.7,2023
ANDINA-02,Drift / Ramp,Haulage LHD,Hydraulic Burst,93.0,63.1,2024
TITAN-01,Stope Production Face,Drill Jumbo,Hydraulic Burst,38.4,35.7,2025
SUR-03,Underground Haulageway,Haulage LHD,Electrical Fault,17.2,190.0,2025
SUR-03,Drift / Ramp,Continuous Haulage,Hydraulic Burst,4.1,38.6,2023
ANDINA-02,Drift / Ramp,Mine Fan,Bearing Seizure,13.0,1.2,2024
SUR-03,Underground Haulageway,Drill Jumbo,Power Transmission Failure,22.0,44.4,2024
TITAN-01,Drift / Ramp,Slurry Pump,Electrical Fault,13.4,7.5,2025
TITAN-01,Stope Production Face,Continuous Haulage,Power Transmission Failure,6.8,76.9,2023
TITAN-01,Drift / Ramp,Haulage LHD,Hydraulic Burst,18.0,93.2,2025
SUR-03,Shaft / Hoistway,Drill Jumbo,Hydraulic Burst,11.0,31.6,2023
SUR-03,Pump Station,Haulage LHD,Hydraulic Burst,61.6,73.4,2023
SUR-03,Stope Production Face,Haulage LHD,Bearing Seizure,6.6,7.5,2023
SUR-03,Shaft / Hoistway,Haulage LHD,Bearing Seizure,5.2,32.5,2025
SUR-03,Underground Haulageway,Mine Fan,Electrical Fault,4.1,24.0,2023
TITAN-01,Stope Production Face,Mine Fan,Power Transmission Failure,13.5,45.4,2025
ANDINA-02,Pump Station,Slurry Pump,Hydraulic Burst,29.9,2.2,2025
TITAN-01,Pump Station,Drill Jumbo,Hydraulic Burst,35.5,67.0,2024
SUR-03,Underground Haulageway,Continuous Haulage,Hydraulic Burst,18.5,4.0,2025
TITAN-01,Underground Haulageway,Continuous Haulage,Hydraulic Burst,31.7,51.3,2025
SUR-03,Stope Production Face,Continuous Haulage,Bearing Seizure,14.7,0.9,2024
SUR-03,Drift / Ramp,Haulage LHD,Power Transmission Failure,30.4,85.6,2024
TITAN-01,Underground Haulageway,Mine Fan,Power Transmission Failure,5.0,9.2,2024
SUR-03,Drift / Ramp,Drill Jumbo,Electrical Fault,15.9,34.8,2023
ANDINA-02,Shaft / Hoistway,Haulage LHD,Bearing Seizure,41.6,14.5,2023
SUR-03,Pump Station,Mine Fan,Hydraulic Burst,43.0,61.6,2024
ANDINA-02,Drift / Ramp,Mine Fan,Power Transmission Failure,34.2,18.6,2023
ANDINA-02,Pump Station,Drill Jumbo,Power Transmission Failure,9.5,61.9,2024
SUR-03,Drift / Ramp,Drill Jumbo,Bearing Seizure,10.8,16.1,2023
TITAN-01,Shaft / Hoistway,Drill Jumbo,Electrical Fault,137.1,67.0,2025
ANDINA-02,Underground Haulageway,Haulage LHD,Electrical Fault,6.6,1.5,2023
TITAN-01,Shaft / Hoistway,Slurry Pump,Hydraulic Burst,8.8,16.0,2023
ANDINA-02,Underground Haulageway,Drill Jumbo,Electrical Fault,7.3,33.1,2025
SUR-03,Underground Haulageway,Slurry Pump,Power Transmission Failure,13.5,2.2,2024
SUR-03,Pump Station,Haulage LHD,Electrical Fault,9.7,9.9,2023
ANDINA-02,Shaft / Hoistway,Slurry Pump,Hydraulic Burst,20.5,130.9,2023
SUR-03,Drift / Ramp,Continuous Haulage,Power Transmission Failure,19.5,180.7,2025
ANDINA-02,Shaft / Hoistway,Slurry Pump,Electrical Fault,59.6,64.6,2025
SUR-03,Pump Station,Drill Jumbo,Electrical Fault,4.8,13.9,2025
TITAN-01,Underground Haulageway,Haulage LHD,Bearing Seizure,13.3,14.5,2025
SUR-03,Pump Station,Drill Jumbo,Hydraulic Burst,25.8,49.8,2024
TITAN-01,Stope Production Face,Continuous Haulage,Electrical Fault,26.3,6.0,2023
SUR-03,Stope Production Face,Drill Jumbo,Bearing Seizure,19.7,142.2,2023
TITAN-01,Drift / Ramp,Drill Jumbo,Power Transmission Failure,44.6,12.2,2023
SUR-03,Pump Station,Drill Jumbo,Bearing Seizure,5.6,380.0,2023
TITAN-01,Drift / Ramp,Mine Fan,Bearing Seizure,44.6,32.9,2024
ANDINA-02,Drift / Ramp,Continuous Haulage,Electrical Fault,20.4,70.8,2023
ANDINA-02,Stope Production Face,Drill Jumbo,Electrical Fault,7.4,0.1,2024
TITAN-01,Drift / Ramp,Drill Jumbo,Electrical Fault,56.1,105.4,2024
SUR-03,Stope Production Face,Drill Jumbo,Bearing Seizure,29.1,15.1,2025
TITAN-01,Underground Haulageway,Haulage LHD,Power Transmission Failure,8.3,52.9,2025
SUR-03,Pump Station,Mine Fan,Hydraulic Burst,4.8,78.8,2023
ANDINA-02,Drift / Ramp,Haulage LHD,Bearing Seizure,7.7,8.6,2024
SUR-03,Stope Production Face,Mine Fan,Electrical Fault,26.5,28.0,2025
ANDINA-02,Shaft / Hoistway,Drill Jumbo,Hydraulic Burst,8.7,32.7,2024
SUR-03,Drift / Ramp,Continuous Haulage,Power Transmission Failure,10.1,18.0,2025
SUR-03,Underground Haulageway,Slurry Pump,Hydraulic Burst,4.6,31.6,2024
SUR-03,Underground Haulageway,Slurry Pump,Electrical Fault,34.8,18.3,2023
TITAN-01,Shaft / Hoistway,Drill Jumbo,Bearing Seizure,43.9,21.5,2023
TITAN-01,Stope Production Face,Haulage LHD,Bearing Seizure,42.3,53.1,2024
ANDINA-02,Drift / Ramp,Continuous Haulage,Electrical Fault,7.3,48.1,2025
ANDINA-02,Stope Production Face,Mine Fan,Bearing Seizure,60.1,12.7,2025
TITAN-01,Underground Haulageway,Drill Jumbo,Electrical Fault,30.8,109.3,2023
ANDINA-02,Stope Production Face,Continuous Haulage,Bearing Seizure,58.7,95.3,2023
TITAN-01,Underground Haulageway,Continuous Haulage,Bearing Seizure,18.2,34.2,2023
SUR-03,Stope Production Face,Mine Fan,Bearing Seizure,17.8,27.3,2025
ANDINA-02,Shaft / Hoistway,Continuous Haulage,Power Transmission Failure,40.8,22.7,2025
ANDINA-02,Pump Station,Haulage LHD,Power Transmission Failure,6.4,59.0,2023
TITAN-01,Shaft / Hoistway,Haulage LHD,Electrical Fault,21.7,53.5,2024
ANDINA-02,Shaft / Hoistway,Haulage LHD,Power Transmission Failure,47.4,10.5,2025
ANDINA-02,Pump Station,Continuous Haulage,Electrical Fault,46.6,53.4,2023
SUR-03,Pump Station,Haulage LHD,Hydraulic Burst,79.0,14.0,2024
ANDINA-02,Drift / Ramp,Mine Fan,Hydraulic Burst,32.8,0.9,2025
SUR-03,Drift / Ramp,Continuous Haulage,Power Transmission Failure,9.6,57.7,2024
TITAN-01,Shaft / Hoistway,Slurry Pump,Hydraulic Burst,4.5,49.7,2024
ANDINA-02,Shaft / Hoistway,Continuous Haulage,Hydraulic Burst,19.7,25.4,2025
SUR-03,Underground Haulageway,Mine Fan,Bearing Seizure,21.3,35.8,2023
TITAN-01,Underground Haulageway,Slurry Pump,Bearing Seizure,10.6,141.2,2024
ANDINA-02,Drift / Ramp,Continuous Haulage,Electrical Fault,7.2,43.4,2023
TITAN-01,Drift / Ramp,Haulage LHD,Hydraulic Burst,25.2,51.5,2025
ANDINA-02,Underground Haulageway,Drill Jumbo,Electrical Fault,38.7,3.2,2024
TITAN-01,Underground Haulageway,Drill Jumbo,Electrical Fault,123.6,8.7,2024
TITAN-01,Stope Production Face,Haulage LHD,Hydraulic Burst,38.1,17.2,2024
SUR-03,Stope Production Face,Drill Jumbo,Power Transmission Failure,41.9,37.2,2024
TITAN-01,Underground Haulageway,Drill Jumbo,Hydraulic Burst,27.0,71.9,2024
ANDINA-02,Stope Production Face,Haulage LHD,Bearing Seizure,106.3,18.6,2025
ANDINA-02,Pump Station,Haulage LHD,Hydraulic Burst,28.5,21.2,2024
SUR-03,Drift / Ramp,Continuous Haulage,Power Transmission Failure,51.2,14.2,2025
ANDINA-02,Drift / Ramp,Continuous Haulage,Electrical Fault,74.0,14.1,2023
ANDINA-02,Underground Haulageway,Haulage LHD,Electrical Fault,67.8,142.7,2025
ANDINA-02,Shaft / Hoistway,Mine Fan,Bearing Seizure,15.5,48.4,2024
TITAN-01,Underground Haulageway,Drill Jumbo,Bearing Seizure,6.0,8.1,2023
TITAN-01,Stope Production Face,Continuous Haulage,Bearing Seizure,8.5,61.5,2025
ANDINA-02,Shaft / Hoistway,Drill Jumbo,Electrical Fault,5.5,61.5,2025
SUR-03,Stope Production Face,Slurry Pump,Bearing Seizure,6.7,52.7,2025
TITAN-01,Pump Station,Haulage LHD,Hydraulic Burst,8.9,6.9,2024
SUR-03,Stope Production Face,Mine Fan,Electrical Fault,14.0,25.2,2024
ANDINA-02,Pump Station,Slurry Pump,Power Transmission Failure,22.8,5.4,2025
ANDINA-02,Pump Station,Slurry Pump,Electrical Fault,33.8,81.4,2025
TITAN-01,Stope Production Face,Slurry Pump,Hydraulic Burst,9.7,51.1,2023
ANDINA-02,Stope Production Face,Haulage LHD,Hydraulic Burst,30.8,34.0,2024
TITAN-01,Pump Station,Continuous Haulage,Bearing Seizure,33.2,20.2,2024
ANDINA-02,Shaft / Hoistway,Haulage LHD,Electrical Fault,23.6,9.8,2023
ANDINA-02,Pump Station,Continuous Haulage,Electrical Fault,60.1,5.4,2025
TITAN-01,Drift / Ramp,Slurry Pump,Electrical Fault,6.8,167.1,2025
TITAN-01,Pump Station,Slurry Pump,Power Transmission Failure,8.7,10.7,2023
TITAN-01,Shaft / Hoistway,Mine Fan,Bearing Seizure,17.4,3.0,2025
ANDINA-02,Drift / Ramp,Continuous Haulage,Hydraulic Burst,7.3,156.5,2025
ANDINA-02,Underground Haulageway,Slurry Pump,Hydraulic Burst,24.0,38.2,2023
SUR-03,Underground Haulageway,Drill Jumbo,Bearing Seizure,16.2,76.5,2023
TITAN-01,Shaft / Hoistway,Mine Fan,Hydraulic Burst,12.0,2.1,2023
ANDINA-02,Pump Station,Haulage LHD,Hydraulic Burst,8.5,40.2,2025
ANDINA-02,Stope Production Face,Mine Fan,Bearing Seizure,13.8,24.4,2023
TITAN-01,Shaft / Hoistway,Drill Jumbo,Hydraulic Burst,26.5,71.0,2025
SUR-03,Drift / Ramp,Continuous Haulage,Electrical Fault,24.6,1.9,2024
TITAN-01,Drift / Ramp,Haulage LHD,Power Transmission Failure,8.3,24.7,2024
SUR-03,Underground Haulageway,Haulage LHD,Bearing Seizure,7.2,77.0,2023
ANDINA-02,Drift / Ramp,Continuous Haulage,Power Transmission Failure,4.6,35.5,2025
SUR-03,Shaft / Hoistway,Mine Fan,Hydraulic Burst,4.3,38.3,2025
ANDINA-02,Drift / Ramp,Slurry Pump,Hydraulic Burst,54.8,4.9,2025
TITAN-01,Shaft / Hoistway,Mine Fan,Electrical Fault,5.1,6.8,2023
TITAN-01,Stope Production Face,Drill Jumbo,Bearing Seizure,35.5,54.2,2025
TITAN-01,Underground Haulageway,Slurry Pump,Hydraulic Burst,53.3,54.0,2025
SUR-03,Drift / Ramp,Mine Fan,Bearing Seizure,6.5,185.7,2025
ANDINA-02,Shaft / Hoistway,Continuous Haulage,Bearing Seizure,17.8,59.7,2024
TITAN-01,Pump Station,Drill Jumbo,Bearing Seizure,82.7,32.6,2025
TITAN-01,Underground Haulageway,Drill Jumbo,Bearing Seizure,47.1,93.5,2024
ANDINA-02,Stope Production Face,Drill Jumbo,Bearing Seizure,20.1,5.3,2025
TITAN-01,Shaft / Hoistway,Slurry Pump,Power Transmission Failure,38.5,28.6,2025
ANDINA-02,Stope Production Face,Haulage LHD,Electrical Fault,47.0,16.2,2025
ANDINA-02,Stope Production Face,Slurry Pump,Bearing Seizure,14.3,5.3,2024
ANDINA-02,Drift / Ramp,Mine Fan,Power Transmission Failure,57.4,69.2,2025
ANDINA-02,Drift / Ramp,Haulage LHD,Hydraulic Burst,19.3,34.3,2023
ANDINA-02,Shaft / Hoistway,Mine Fan,Bearing Seizure,22.0,39.1,2025
SUR-03,Pump Station,Haulage LHD,Hydraulic Burst,199.3,25.4,2024
TITAN-01,Shaft / Hoistway,Slurry Pump,Bearing Seizure,48.5,29.6,2024
SUR-03,Pump Station,Drill Jumbo,Power Transmission Failure,14.8,5.9,2023
TITAN-01,Stope Production Face,Continuous Haulage,Power Transmission Failure,4.2,53.6,2023
SUR-03,Underground Haulageway,Drill Jumbo,Power Transmission Failure,27.6,27.2,2023
ANDINA-02,Shaft / Hoistway,Slurry Pump,Electrical Fault,33.2,81.5,2024
TITAN-01,Shaft / Hoistway,Haulage LHD,Hydraulic Burst,29.3,10.5,2025
TITAN-01,Pump Station,Drill Jumbo,Electrical Fault,86.5,11.0,2025
SUR-03,Stope Production Face,Slurry Pump,Bearing Seizure,51.7,49.8,2023
SUR-03,Stope Production Face,Mine Fan,Hydraulic Burst,18.3,89.8,2023
TITAN-01,Pump Station,Continuous Haulage,Power Transmission Failure,5.6,30.7,2025
SUR-03,Stope Production Face,Drill Jumbo,Hydraulic Burst,19.5,62.3,2023
SUR-03,Drift / Ramp,Haulage LHD,Power Transmission Failure,32.0,350.8,2025
SUR-03,Underground Haulageway,Mine Fan,Electrical Fault,26.5,222.3,2025
ANDINA-02,Shaft / Hoistway,Slurry Pump,Electrical Fault,22.5,65.5,2025
ANDINA-02,Underground Haulageway,Continuous Haulage,Power Transmission Failure,19.2,64.6,2025
SUR-03,Shaft / Hoistway,Haulage LHD,Power Transmission Failure,12.3,13.7,2024
SUR-03,Drift / Ramp,Slurry Pump,Bearing Seizure,11.8,86.1,2025
ANDINA-02,Stope Production Face,Slurry Pump,Electrical Fault,20.6,24.9,2023
ANDINA-02,Pump Station,Drill Jumbo,Electrical Fault,8.2,157.0,2023
TITAN-01,Drift / Ramp,Drill Jumbo,Bearing Seizure,14.0,4.1,2023
TITAN-01,Underground Haulageway,Haulage LHD,Electrical Fault,13.4,27.5,2023
ANDINA-02,Pump Station,Slurry Pump,Power Transmission Failure,25.2,39.0,2024
SUR-03,Stope Production Face,Drill Jumbo,Hydraulic Burst,5.7,24.9,2025
SUR-03,Drift / Ramp,Continuous Haulage,Hydraulic Burst,46.5,11.3,2025
SUR-03,Pump Station,Continuous Haulage,Electrical Fault,23.8,43.1,2023
SUR-03,Drift / Ramp,Slurry Pump,Bearing Seizure,30.7,67.7,2023
TITAN-01,Drift / Ramp,Drill Jumbo,Power Transmission Failure,33.1,49.7,2023
ANDINA-02,Stope Production Face,Haulage LHD,Hydraulic Burst,12.3,12.8,2025
SUR-03,Shaft / Hoistway,Haulage LHD,Power Transmission Failure,19.3,63.1,2024
TITAN-01,Pump Station,Haulage LHD,Electrical Fault,79.1,14.3,2024
SUR-03,Stope Production Face,Continuous Haulage,Electrical Fault,38.9,9.2,2024
ANDINA-02,Drift / Ramp,Drill Jumbo,Hydraulic Burst,87.8,56.3,2024
TITAN-01,Stope Production Face,Drill Jumbo,Electrical Fault,36.9,88.8,2023
ANDINA-02,Shaft / Hoistway,Continuous Haulage,Bearing Seizure,8.6,31.5,2025
ANDINA-02,Pump Station,Haulage LHD,Electrical Fault,5.6,36.4,2023
TITAN-01,Shaft / Hoistway,Haulage LHD,Electrical Fault,24.7,17.3,2024
TITAN-01,Underground Haulageway,Slurry Pump,Electrical Fault,14.6,32.8,2023
TITAN-01,Pump Station,Mine Fan,Power Transmission Failure,11.7,6.8,2024
TITAN-01,Shaft / Hoistway,Drill Jumbo,Power Transmission Failure,43.5,149.7,2025
TITAN-01,Drift / Ramp,Drill Jumbo,Hydraulic Burst,15.0,77.3,2024
TITAN-01,Pump Station,Drill Jumbo,Hydraulic Burst,13.2,52.9,2023
TITAN-01,Pump Station,Mine Fan,Hydraulic Burst,49.5,37.1,2025
SUR-03,Stope Production Face,Slurry Pump,Electrical Fault,48.9,75.4,2024
ANDINA-02,Drift / Ramp,Mine Fan,Power Transmission Failure,14.6,32.8,2024
TITAN-01,Underground Haulageway,Haulage LHD,Bearing Seizure,46.9,17.1,2025
SUR-03,Shaft / Hoistway,Haulage LHD,Electrical Fault,49.7,8.4,2023
SUR-03,Stope Production Face,Drill Jumbo,Electrical Fault,17.2,50.1,2025
SUR-03,Shaft / Hoistway,Continuous Haulage,Electrical Fault,5.7,127.3,2023
ANDINA-02,Underground Haulageway,Drill Jumbo,Bearing Seizure,4.0,8.0,2024
TITAN-01,Underground Haulageway,Continuous Haulage,Hydraulic Burst,21.8,9.5,2024
SUR-03,Pump Station,Mine Fan,Bearing Seizure,14.1,27.3,2025
ANDINA-02,Underground Haulageway,Haulage LHD,Hydraulic Burst,144.5,78.9,2024
ANDINA-02,Shaft / Hoistway,Continuous Haulage,Bearing Seizure,39.5,16.7,2025
ANDINA-02,Drift / Ramp,Mine Fan,Power Transmission Failure,38.4,14.1,2024
SUR-03,Drift / Ramp,Haulage LHD,Electrical Fault,78.6,46.4,2024
TITAN-01,Pump Station,Continuous Haulage,Electrical Fault,56.5,36.8,2023
SUR-03,Shaft / Hoistway,Drill Jumbo,Electrical Fault,13.2,3.0,2025
SUR-03,Shaft / Hoistway,Drill Jumbo,Hydraulic Burst,8.4,4.1,2025
TITAN-01,Underground Haulageway,Drill Jumbo,Bearing Seizure,36.9,49.4,2024
TITAN-01,Shaft / Hoistway,Mine Fan,Power Transmission Failure,15.4,30.0,2023
TITAN-01,Stope Production Face,Drill Jumbo,Bearing Seizure,19.4,169.9,2023
ANDINA-02,Underground Haulageway,Slurry Pump,Electrical Fault,27.9,54.5,2025
TITAN-01,Stope Production Face,Haulage LHD,Power Transmission Failure,61.2,0.5,2025
SUR-03,Pump Station,Mine Fan,Power Transmission Failure,17.0,31.5,2024
TITAN-01,Drift / Ramp,Drill Jumbo,Electrical Fault,40.7,25.7,2025
SUR-03,Pump Station,Haulage LHD,Bearing Seizure,11.5,5.4,2024
ANDINA-02,Drift / Ramp,Continuous Haulage,Electrical Fault,32.7,123.2,2023
SUR-03,Pump Station,Drill Jumbo,Bearing Seizure,4.0,78.5,2025
SUR-03,Shaft / Hoistway,Haulage LHD,Power Transmission Failure,53.2,12.6,2023
TITAN-01,Stope Production Face,Slurry Pump,Power Transmission Failure,4.7,14.2,2023
TITAN-01,Drift / Ramp,Continuous Haulage,Electrical Fault,33.9,1.6,2024
SUR-03,Underground Haulageway,Slurry Pump,Power Transmission Failure,5.1,16.9,2023
TITAN-01,Stope Production Face,Haulage LHD,Hydraulic Burst,11.4,42.2,2024
ANDINA-02,Underground Haulageway,Slurry Pump,Power Transmission Failure,20.5,26.2,2024
ANDINA-02,Stope Production Face,Haulage LHD,Hydraulic Burst,17.1,167.1,2023
TITAN-01,Stope Production Face,Haulage LHD,Power Transmission Failure,9.1,2.8,2023
ANDINA-02,Pump Station,Slurry Pump,Electrical Fault,13.7,43.0,2024
TITAN-01,Drift / Ramp,Haulage LHD,Electrical Fault,35.2,93.8,2024
SUR-03,Drift / Ramp,Drill Jumbo,Hydraulic Burst,30.6,31.5,2023
SUR-03,Stope Production Face,Haulage LHD,Electrical Fault,5.8,0.1,2024
ANDINA-02,Shaft / Hoistway,Mine Fan,Power Transmission Failure,37.0,13.4,2024
TITAN-01,Shaft / Hoistway,Haulage LHD,Power Transmission Failure,5.3,18.8,2025
TITAN-01,Underground Haulageway,Mine Fan,Electrical Fault,22.8,162.3,2025
ANDINA-02,Underground Haulageway,Haulage LHD,Power Transmission Failure,11.2,116.5,2025
SUR-03,Pump Station,Haulage LHD,Bearing Seizure,25.3,143.0,2025
ANDINA-02,Stope Production Face,Slurry Pump,Bearing Seizure,11.3,83.9,2025
SUR-03,Underground Haulageway,Drill Jumbo,Power Transmission Failure,104.7,20.8,2024
TITAN-01,Underground Haulageway,Drill Jumbo,Electrical Fault,12.9,113.4,2024
SUR-03,Stope Production Face,Continuous Haulage,Hydraulic Burst,10.6,192.0,2025
ANDINA-02,Pump Station,Slurry Pump,Electrical Fault,11.8,20.7,2023
TITAN-01,Underground Haulageway,Slurry Pump,Hydraulic Burst,58.4,14.5,2025
ANDINA-02,Pump Station,Drill Jumbo,Electrical Fault,28.3,38.0,2023
ANDINA-02,Drift / Ramp,Slurry Pump,Power Transmission Failure,35.5,9.9,2024
SUR-03,Pump Station,Drill Jumbo,Bearing Seizure,64.0,1.6,2023
ANDINA-02,Shaft / Hoistway,Slurry Pump,Electrical Fault,62.3,140.0,2024
SUR-03,Shaft / Hoistway,Haulage LHD,Hydraulic Burst,36.2,124.8,2023
TITAN-01,Pump Station,Drill Jumbo,Bearing Seizure,9.3,8.5,2024
SUR-03,Shaft / Hoistway,Drill Jumbo,Hydraulic Burst,48.5,25.1,2024
TITAN-01,Drift / Ramp,Mine Fan,Power Transmission Failure,9.5,85.3,2025
SUR-03,Stope Production Face,Slurry Pump,Bearing Seizure,36.6,51.9,2024
ANDINA-02,Shaft / Hoistway,Slurry Pump,Hydraulic Burst,31.8,24.1,2025
SUR-03,Shaft / Hoistway,Drill Jumbo,Electrical Fault,38.1,65.4,2025
SUR-03,Pump Station,Haulage LHD,Power Transmission Failure,22.3,109.1,2025
TITAN-01,Drift / Ramp,Haulage LHD,Power Transmission Failure,28.4,125.1,2023
ANDINA-02,Stope Production Face,Haulage LHD,Power Transmission Failure,77.5,22.9,2023
SUR-03,Pump Station,Slurry Pump,Electrical Fault,6.6,9.2,2024
ANDINA-02,Pump Station,Mine Fan,Electrical Fault,12.9,117.1,2025
SUR-03,Drift / Ramp,Drill Jumbo,Bearing Seizure,26.7,4.7,2025
SUR-03,Stope Production Face,Continuous Haulage,Electrical Fault,83.8,61.4,2024
ANDINA-02,Drift / Ramp,Mine Fan,Bearing Seizure,6.4,7.3,2025
SUR-03,Stope Production Face,Continuous Haulage,Power Transmission Failure,4.5,23.7,2024
ANDINA-02,Drift / Ramp,Mine Fan,Bearing Seizure,5.4,25.5,2025
SUR-03,Pump Station,Haulage LHD,Hydraulic Burst,5.3,8.3,2023
TITAN-01,Pump Station,Slurry Pump,Power Transmission Failure,61.2,122.9,2024
ANDINA-02,Underground Haulageway,Continuous Haulage,Power Transmission Failure,34.7,0.1,2024
SUR-03,Shaft / Hoistway,Mine Fan,Bearing Seizure,31.1,107.6,2023
SUR-03,Drift / Ramp,Slurry Pump,Power Transmission Failure,21.7,103.3,2024
TITAN-01,Underground Haulageway,Continuous Haulage,Electrical Fault,40.6,18.3,2023
ANDINA-02,Shaft / Hoistway,Drill Jumbo,Hydraulic Burst,8.1,58.5,2025
SUR-03,Drift / Ramp,Mine Fan,Bearing Seizure,15.9,14.0,2023
TITAN-01,Stope Production Face,Drill Jumbo,Bearing Seizure,20.2,68.3,2023
SUR-03,Shaft / Hoistway,Haulage LHD,Power Transmission Failure,6.8,39.5,2024
ANDINA-02,Pump Station,Drill Jumbo,Electrical Fault,17.1,17.1,2025
SUR-03,Underground Haulageway,Drill Jumbo,Power Transmission Failure,13.1,24.5,2023
SUR-03,Shaft / Hoistway,Mine Fan,Power Transmission Failure,4.9,56.2,2025
